Description,SampleDate,salinityLoad,phosphateLoad,particulateOrganicPhosphorusLoad,ammoniumLoad,particulateOrganicNitrogenLoad,dissolvedSilicaLoad,chlorophyllaLoad,Flow
The River Murray at Barrages,2019-06-22,895.217,18.269,128.9019,124.386,1746.4266,2229.6705,64.9911,978.5
The River Murray at Barrages,2019-06-23,967.358,19.412,135.3456,133.76,1833.6983,2317.8694,69.2862,1004.5
The River Murray at Barrages,2019-06-24,1089.779,21.5054,147.8627,146.7065,2003.2926,2511.2797,76.6889,1151.2
The River Murray at Barrages,2019-06-25,2554.089,53.506,330.6413,237.9228,4479.5651,5773.4691,194.2653,2970.5
The River Murray at Barrages,2019-06-26,4072.296,86.0916,519.8784,376.4692,7043.4348,9008.9295,313.4828,4463.4
The River Murray at Barrages,2019-06-27,6075.495,133.5433,774.531,508.1205,10493.6917,13430.5305,486.9781,7179.1
The River Murray at Barrages,2019-06-28,4662.786,104.5595,593.8885,386.5238,8046.3475,10220.4713,381.0351,5459.9
The River Murray at Barrages,2019-06-29,433.926,8.672,54.4793,52.6099,738.0989,890.6663,31.087,478.1
The River Murray at Barrages,2019-06-30,172.84,3.2647,21.6979,19.4887,293.9728,350.9826,11.3471,70.7
The River Murray at Barrages,2019-07-01,350.095,6.5314,45.8925,60.5714,621.7623,701.258,23.1679,346.0
The River Murray at Barrages,2019-07-02,588.783,11.1826,82.2143,122.8592,1113.8613,1198.9559,40.7105,951.9
The River Murray at Barrages,2019-07-03,790.981,13.366,104.8508,165.2264,1420.5762,1473.2495,49.3018,1200.6
The River Murray at Barrages,2019-07-04,1604.03,24.9707,216.6512,225.1047,2935.2503,3071.7719,88.5996,2693.1
The River Murray at Barrages,2019-07-05,1242.507,18.9361,170.3227,306.3699,2307.5935,2228.4437,71.818,1896.2
The River Murray at Barrages,2019-07-06,1317.274,20.2476,184.2881,319.1103,2496.798,2367.4275,78.0485,2016.9
The River Murray at Barrages,2019-07-07,1079.753,16.2751,147.5278,238.2694,1998.7658,1862.7874,63.8897,1581.7
The River Murray at Barrages,2019-07-08,2051.348,34.7917,275.1745,295.493,3728.1594,3459.3389,140.9302,3468.6
The River Murray at Barrages,2019-07-09,4057.899,72.7158,555.5136,447.5004,7526.1422,6793.3455,301.8797,7426.1
The River Murray at Barrages,2019-07-10,3021.606,55.5276,433.9039,316.7956,5878.6929,5111.0433,235.3497,6074.7
The River Murray at Barrages,2019-07-11,15.175,0.2808,2.3594,1.5551,31.9668,26.7051,1.2112,3.0
The River Murray at Barrages,2019-07-12,7.722,0.1188,1.0502,0.7679,14.2291,11.4394,0.5229,1.5
The River Murray at Barrages,2019-07-13,36.261,0.4852,5.0136,5.2145,67.9255,53.3798,2.1531,14.3
The River Murray at Barrages,2019-07-14,116.196,1.5981,16.6972,15.3349,226.2209,170.485,7.295,46.9
The River Murray at Barrages,2019-07-15,475.205,5.5644,66.5527,98.7795,901.7029,689.0934,25.2623,679.8
The River Murray at Barrages,2019-07-16,946.225,10.5463,133.6919,214.427,1811.319,1369.0388,48.1896,1518.7
The River Murray at Barrages,2019-07-17,831.086,9.8898,122.4511,167.1315,1658.9927,1189.8952,46.7599,1316.5
The River Murray at Barrages,2019-07-18,914.74,10.2412,130.7669,171.0167,1771.6919,1228.2308,49.3316,1457.4
The River Murray at Barrages,2019-07-19,941.647,10.0874,134.5846,184.8297,1823.3836,1244.84,49.3322,1545.0
The River Murray at Barrages,2019-07-20,650.115,7.4877,99.6918,114.3755,1350.6753,858.0464,38.3001,1111.4
The River Murray at Barrages,2019-07-21,163.546,2.0087,26.5172,18.8877,359.2634,199.2803,10.5785,117.2
The River Murray at Barrages,2019-07-22,345.567,3.8408,53.7004,45.9591,727.5624,402.803,20.4674,506.4
The River Murray at Barrages,2019-07-23,133.488,1.4892,21.7312,18.1912,294.4217,155.445,8.3308,211.5
The River Murray at Barrages,2019-07-24,502.788,4.727,73.9531,89.6315,1001.9577,579.506,24.9874,778.7
The River Murray at Barrages,2019-07-25,862.903,8.3581,137.5689,185.0953,1863.8583,1097.9939,44.7276,1579.9
The River Murray at Barrages,2019-07-26,1503.729,12.9841,198.5122,197.2983,2689.4957,1364.9584,62.189,2225.6
The River Murray at Barrages,2019-07-27,1877.849,18.0937,266.3489,213.0192,3608.6327,1622.5435,82.0236,2930.5
The River Murray at Barrages,2019-07-28,2026.746,19.4329,288.8201,225.9943,3913.1149,1669.4866,87.9955,3208.2
The River Murray at Barrages,2019-07-29,1769.36,18.1619,272.6446,208.5342,3693.8987,1491.2204,82.1885,2946.2
The River Murray at Barrages,2019-07-30,1895.984,19.8278,301.8116,223.6607,4088.9949,1550.421,90.294,3251.8
The River Murray at Barrages,2019-07-31,1960.274,20.3597,316.246,224.874,4284.6401,1511.748,94.1569,3311.5
The River Murray at Barrages,2019-08-01,2277.683,22.1833,367.3109,257.2144,4976.5806,1648.4505,109.944,3943.8
The River Murray at Barrages,2019-08-02,2662.389,24.8445,432.0199,291.4997,5853.1716,1949.5793,134.1574,4583.3
The River Murray at Barrages,2019-08-03,2725.191,26.1455,448.8096,299.1626,6080.7209,2071.1895,141.3206,4761.3
The River Murray at Barrages,2019-08-04,2867.391,27.9666,475.4715,311.4711,6441.8649,2235.7466,151.9637,5045.4
The River Murray at Barrages,2019-08-05,7407.611,59.1026,1319.2589,392.8222,17873.8205,4445.4585,475.0915,14748.7
The River Murray at Barrages,2019-08-06,9663.55,74.1,1724.9491,409.563,23369.718,5590.0905,636.5545,19166.0
The River Murray at Barrages,2019-08-07,6017.677,46.606,1063.5012,262.6993,14408.9286,3613.2488,394.5102,11623.5
The River Murray at Barrages,2019-08-08,127.504,1.128,22.4519,11.3343,304.1935,102.8189,7.913,99.2
The River Murray at Barrages,2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2019-08-10,23.148,0.2025,3.8664,2.0987,52.3841,19.2824,1.3707,6.7
The River Murray at Barrages,2019-08-11,123.749,1.0488,19.6014,11.2933,265.5645,102.9475,6.946,85.9
The River Murray at Barrages,2019-08-12,1343.323,15.1467,229.5296,148.9581,3109.7348,1314.1661,79.8258,2585.3
The River Murray at Barrages,2019-08-13,2854.829,31.2359,461.32,289.2112,6250.1844,2659.3451,162.6892,5241.5
The River Murray at Barrages,2019-08-14,3173.433,34.2911,514.2981,299.5267,6967.9764,2929.2926,185.0915,5561.8
The River Murray at Barrages,2019-08-15,3823.382,39.9465,654.3344,299.2701,8865.134,3440.8751,244.6167,7735.2
The River Murray at Barrages,2019-08-16,2425.326,27.5215,423.7879,182.074,5741.6393,2234.7645,160.8742,5434.0
The River Murray at Barrages,2019-08-17,2772.461,28.4804,501.9961,126.8321,6801.2779,2299.4308,199.5945,6376.5
The River Murray at Barrages,2019-08-18,1284.398,11.3796,231.0601,43.4372,3130.4454,1009.4791,93.497,2761.7
The River Murray at Barrages,2019-08-19,1150.971,10.1761,199.6906,37.3372,2705.5457,893.7721,81.4468,2185.2
The River Murray at Barrages,2019-08-20,1057.555,12.001,169.8687,61.1365,2301.4441,927.6053,68.4469,1695.1
The River Murray at Barrages,2019-08-21,1443.202,17.5135,237.0509,110.5071,3211.6632,1441.4374,94.4046,2308.2
The River Murray at Barrages,2019-08-22,1666.67,21.9262,298.1502,154.9511,4039.4085,1922.7961,118.261,2959.1
The River Murray at Barrages,2019-08-23,2108.186,25.7912,355.7218,180.1468,4819.4633,2314.3961,142.7767,3587.7
The River Murray at Barrages,2019-08-24,1722.469,22.1761,309.3483,150.4132,4191.1887,2020.0643,125.8921,2995.9
The River Murray at Barrages,2019-08-25,1761.795,22.8341,318.8144,155.4369,4319.3874,2123.1981,130.9913,3097.8
The River Murray at Barrages,2019-08-26,1900.569,24.7908,352.7919,166.009,4779.8511,2360.7838,146.5306,3332.8
The River Murray at Barrages,2019-08-27,1905.456,24.5408,352.4268,160.9323,4774.8102,2375.8509,148.1028,3284.2
The River Murray at Barrages,2019-08-28,1687.139,21.5638,311.0931,136.3841,4214.8153,2106.1863,132.5719,2874.2
The River Murray at Barrages,2019-08-29,2073.016,25.0762,363.7898,162.9488,4928.7138,2523.5343,155.8653,3408.5
The River Murray at Barrages,2019-08-30,2262.693,28.0487,411.68,180.0258,5577.5606,2880.7677,178.0312,3875.6
The River Murray at Barrages,2019-08-31,2091.438,26.7351,397.1228,178.3031,5380.3497,2848.4451,172.0367,3707.8
The River Murray at Barrages,2019-09-01,1695.615,21.9805,326.1663,131.9439,4419.059,2303.4141,144.7347,2961.5
The River Murray at Barrages,2019-09-02,1890.084,25.9675,383.1233,159.4755,5190.6402,2788.9571,168.5606,3717.6
The River Murray at Barrages,2019-09-03,1663.456,22.8665,336.1197,135.0445,4553.8346,2471.977,147.7375,3119.8
The River Murray at Barrages,2019-09-04,2969.2,37.4441,613.2576,167.537,8308.5725,4027.7099,268.8703,6569.8
The River Murray at Barrages,2019-09-05,3084.885,37.7554,652.2497,133.8922,8836.8674,4001.2953,285.9453,7003.1
The River Murray at Barrages,2019-09-06,47.463,0.5606,9.4296,2.8633,127.7547,65.7482,4.0221,31.1
The River Murray at Barrages,2019-09-07,145.43,1.5556,25.7419,7.5411,348.7598,180.945,11.017,59.0
The River Murray at Barrages,2019-09-08,150.566,1.6466,26.8898,8.9903,364.3129,202.6087,11.3577,87.6
The River Murray at Barrages,2019-09-09,1178.515,15.1924,219.0936,77.21,2968.3674,1770.0019,94.4334,2065.8
The River Murray at Barrages,2019-09-10,1864.997,24.7456,355.6112,121.5143,4817.8606,2912.1008,152.8667,3394.5
The River Murray at Barrages,2019-09-11,2098.869,26.7983,387.0435,123.642,5243.7634,3157.1496,166.2074,3591.3
The River Murray at Barrages,2019-09-12,1872.503,23.5327,339.4179,103.8187,4598.4915,2790.3583,145.4526,3047.4
The River Murray at Barrages,2019-09-13,1456.293,17.2597,258.0487,99.3875,3496.0928,2404.1696,107.6034,2332.0
The River Murray at Barrages,2019-09-14,1349.664,14.8649,227.1515,101.0635,3077.6023,2346.4615,93.3775,2121.7
The River Murray at Barrages,2019-09-15,1193.879,13.546,204.2432,87.5826,2767.1892,2147.0442,84.5676,1893.3
The River Murray at Barrages,2019-09-16,1076.782,12.5194,184.2922,78.9916,2496.9244,2021.0618,76.6018,1710.9
The River Murray at Barrages,2019-09-17,1299.469,15.5606,225.4572,88.7871,3054.6618,2447.5466,94.7443,2107.7
The River Murray at Barrages,2019-09-18,1271.511,16.8164,239.471,87.9589,3244.4244,2600.9448,101.5078,2264.0
The River Murray at Barrages,2019-09-19,1317.968,18.0836,252.3041,87.8355,3418.3412,2775.209,107.6676,2585.5
The River Murray at Barrages,2019-09-20,920.605,12.83,175.9402,59.69,2383.6955,1997.1885,75.6057,1663.5
The River Murray at Barrages,2019-09-21,678.666,9.265,124.2766,40.6707,1683.7431,1452.4755,53.7346,1150.2
The River Murray at Barrages,2019-09-22,841.569,12.265,161.2315,50.6674,2184.4569,1939.3193,70.2063,1566.0
The River Murray at Barrages,2019-09-23,920.661,11.986,154.7076,46.5327,2096.0348,1916.4178,67.9315,1495.0
The River Murray at Barrages,2019-09-24,1139.579,14.9825,190.3194,53.0435,2578.5651,2378.6144,84.2627,1864.3
The River Murray at Barrages,2019-09-25,1241.184,17.7773,223.5256,55.2865,3028.4652,2730.8984,99.7132,2122.0
The River Murray at Barrages,2019-09-26,1371.364,18.9994,235.6446,52.7927,3192.552,2870.0834,105.8597,2293.3
The River Murray at Barrages,2019-09-27,1211.75,17.0388,208.4325,42.7812,2823.9235,2566.7082,94.4029,1979.1
The River Murray at Barrages,2019-09-28,1352.372,19.8082,239.3882,43.1194,3243.2866,2886.0898,108.8824,2486.0
The River Murray at Barrages,2019-09-29,1350.132,19.9542,237.5993,38.9305,3219.095,2920.5297,108.9489,2486.3
The River Murray at Barrages,2019-09-30,1966.797,29.5429,354.8572,48.3333,4807.7594,4033.2878,163.4829,3883.6
The River Murray at Barrages,2019-10-01,3004.163,45.2447,541.7024,64.9891,7339.2356,6101.712,251.7605,6449.2
The River Murray at Barrages,2019-10-02,2919.998,45.4666,544.7814,68.1286,7380.9033,6319.0017,253.3494,6407.1
The River Murray at Barrages,2019-10-03,2652.415,39.5456,473.8274,60.746,6419.6181,5544.2751,219.5944,5430.1
The River Murray at Barrages,2019-10-04,2923.827,45.3814,540.4849,71.4775,7322.7572,6453.565,249.453,6382.5
The River Murray at Barrages,2019-10-05,2978.7,45.8494,545.0621,73.7282,7384.8044,6555.7205,250.4894,6268.2
The River Murray at Barrages,2019-10-06,2205.878,31.5204,377.196,51.7767,5110.4258,4511.156,172.7287,4149.6
The River Murray at Barrages,2019-10-07,2093.434,31.8861,375.216,55.8206,5083.5124,4869.4568,172.3768,4455.0
The River Murray at Barrages,2019-10-08,1822.573,27.5338,323.6175,49.6527,4384.5682,4267.5717,148.3347,3890.8
The River Murray at Barrages,2019-10-09,2783.401,41.9401,494.4025,74.8246,6698.4052,6298.1378,224.3619,6024.2
The River Murray at Barrages,2019-10-10,3207.341,45.5675,540.0756,81.7045,7317.2402,6747.8482,243.3953,6071.5
The River Murray at Barrages,2019-10-11,3079.385,46.0743,545.773,84.5308,7394.2115,6885.1597,245.0635,6074.0
The River Murray at Barrages,2019-10-12,3809.937,59.5928,722.6907,103.1767,9791.3938,8158.1804,318.6612,8191.9
The River Murray at Barrages,2019-10-13,3930.848,61.3657,749.569,104.6,10155.4998,8129.1331,327.1147,8460.3
The River Murray at Barrages,2019-10-14,3542.665,53.8158,657.2339,94.0736,8904.5279,7237.0324,285.754,7171.0
The River Murray at Barrages,2019-10-15,7809.256,114.3855,1442.7163,185.2578,19546.1664,13869.493,614.4935,16673.2
The River Murray at Barrages,2019-10-16,5727.985,89.2554,1128.4724,148.5774,15288.7067,11032.1911,478.6575,13097.1
The River Murray at Barrages,2019-10-17,2052.484,30.6491,361.5347,68.9103,4898.2497,5190.615,160.8045,4967.8
The River Murray at Barrages,2019-10-18,3570.318,51.1709,603.2653,120.0651,8173.2518,8923.4832,268.3998,8622.8
The River Murray at Barrages,2019-10-19,2785.967,39.8607,474.7279,95.8349,6431.6884,7013.6064,210.2235,6668.9
The River Murray at Barrages,2019-10-20,5029.181,74.0275,901.4084,161.405,12212.3411,11656.5015,387.7324,13369.6
The River Murray at Barrages,2019-10-21,7559.648,111.1831,1373.8866,239.117,18614.2431,17055.0632,583.7148,20490.8
The River Murray at Barrages,2019-10-22,8470.077,126.3113,1566.9186,276.8319,21229.6411,19525.9965,662.0946,21974.6
The River Murray at Barrages,2019-10-23,9009.89,132.0914,1650.7928,284.1857,22365.8715,19868.3921,688.9638,22246.9
The River Murray at Barrages,2019-10-24,8743.145,128.8469,1599.5435,299.0272,21671.1234,20641.1291,671.4163,23004.1
The River Murray at Barrages,2019-10-25,2588.455,38.2209,471.6656,93.5473,6390.2288,6379.7376,198.4572,6000.9
The River Murray at Barrages,2019-10-26,57.598,1.0502,10.8527,1.6952,147.039,123.7617,4.3785,29.4
The River Murray at Barrages,2019-10-27,683.555,10.2744,123.398,22.8739,1671.8597,1555.1603,50.5327,1267.8
The River Murray at Barrages,2019-10-28,1167.881,18.9198,220.461,38.824,2986.8572,2659.1306,88.963,2245.8
The River Murray at Barrages,2019-10-29,1429.131,23.1538,268.6477,45.1095,3639.7109,3097.5207,106.8355,2696.8
The River Murray at Barrages,2019-10-30,1165.261,19.1812,215.1634,39.5765,2915.1522,2685.5064,86.4178,2245.1
The River Murray at Barrages,2019-10-31,1124.611,18.7869,205.8328,39.5159,2788.7456,2661.55,82.8721,2427.8
The River Murray at Barrages,2019-11-01,1021.563,16.5425,184.7097,36.4541,2502.4824,2418.002,74.0707,2111.3
The River Murray at Barrages,2019-11-02,970.079,15.9994,177.5661,34.02,2405.7168,2326.5012,70.3974,2069.5
The River Murray at Barrages,2019-11-03,908.951,14.7095,163.9698,30.6162,2221.5638,2152.0213,64.2449,1886.9
The River Murray at Barrages,2019-11-04,722.907,11.5099,131.359,24.5314,1779.7039,1757.3347,50.9877,1436.7
The River Murray at Barrages,2019-11-05,940.155,15.1873,171.8542,31.4777,2328.3712,2322.6748,66.0671,1974.0
The River Murray at Barrages,2019-11-06,1666.697,26.0257,329.8153,42.3907,4468.3801,3308.3992,118.9704,4279.0
The River Murray at Barrages,2019-11-07,563.408,11.2739,146.012,15.8757,1978.196,1296.955,51.3678,1981.8
The River Murray at Barrages,2019-11-08,154.32,2.8977,33.4771,6.3999,453.5677,504.8054,12.6341,327.9
The River Murray at Barrages,2019-11-09,668.476,11.7653,138.0382,24.6564,1870.1797,2008.2664,51.104,1459.7
The River Murray at Barrages,2019-11-10,754.501,14.6782,170.1077,29.1639,2304.6885,2458.2609,62.1614,1810.4
The River Murray at Barrages,2019-11-11,958.215,22.3612,227.4023,33.5698,3080.861,3047.2897,81.6334,2320.4
The River Murray at Barrages,2019-11-12,590.689,6.9978,83.3998,13.3615,1129.9306,1191.5696,29.6688,659.7
The River Murray at Barrages,2019-11-13,665.219,9.9247,116.2866,18.3586,1575.5272,1692.4362,40.9694,1084.8
The River Murray at Barrages,2019-11-14,743.719,11.1305,131.1126,19.8172,1776.3554,1883.7774,45.5675,1225.4
The River Murray at Barrages,2019-11-15,590.942,8.2343,94.5291,13.4003,1280.709,1321.6983,32.4082,764.9
The River Murray at Barrages,2019-11-16,553.499,9.5537,107.7491,14.76,1459.8293,1505.8372,36.5226,890.1
The River Murray at Barrages,2019-11-17,603.104,10.2786,116.748,15.5481,1581.7505,1631.5427,39.1128,950.7
The River Murray at Barrages,2019-11-18,667.782,11.4085,130.4802,16.7847,1767.8137,1810.6682,43.2042,1043.7
The River Murray at Barrages,2019-11-19,646.503,10.5877,122.5423,15.5281,1660.2268,1723.6443,40.1249,955.0
The River Murray at Barrages,2019-11-20,688.735,11.5236,131.7979,16.0805,1785.6664,1839.7626,42.6761,1081.5
The River Murray at Barrages,2019-11-21,441.176,6.7601,79.8224,9.7019,1081.483,1143.1386,25.5454,614.0
The River Murray at Barrages,2019-11-22,854.369,8.6087,99.9257,11.8023,1353.8222,1439.5886,31.6064,788.2
The River Murray at Barrages,2019-11-23,642.375,8.6826,101.9317,11.7694,1381.0137,1481.4619,31.86,799.9
The River Murray at Barrages,2019-11-24,701.652,9.6771,112.8524,12.627,1528.9487,1639.6952,34.8713,906.6
The River Murray at Barrages,2019-11-25,526.969,7.1062,82.4822,8.9379,1117.5129,1194.815,25.2091,580.8
The River Murray at Barrages,2019-11-26,394.654,5.176,63.1483,6.7574,855.5734,940.5555,19.0305,448.3
The River Murray at Barrages,2019-11-27,729.88,9.106,109.7473,11.3272,1486.8915,1618.6864,32.7431,853.1
The River Murray at Barrages,2019-11-28,784.944,9.0007,107.5911,10.6746,1457.6786,1525.5166,31.9867,783.4
The River Murray at Barrages,2019-11-29,515.442,8.8443,104.7043,10.0929,1418.5794,1446.1384,30.9918,745.4
The River Murray at Barrages,2019-11-30,336.264,5.6992,67.6423,6.3824,916.4473,946.4538,19.7853,395.4
The River Murray at Barrages,2019-12-01,125.926,2.2889,26.1441,2.416,354.2125,360.8691,7.595,54.2
The River Murray at Barrages,2019-12-02,85.905,1.5275,18.3974,1.7504,249.257,246.4219,5.4354,58.5
The River Murray at Barrages,2019-12-03,194.359,3.2887,41.3586,4.058,560.3438,542.7888,12.4059,229.2
The River Murray at Barrages,2019-12-04,362.167,6.2593,75.343,7.5151,1020.7942,1003.5754,22.5841,520.9
The River Murray at Barrages,2019-12-05,318.653,5.8354,67.0929,6.796,909.0146,890.0454,20.1619,397.1
The River Murray at Barrages,2019-12-06,257.064,4.9872,53.243,5.4647,721.3442,678.7114,16.12,213.8
The River Murray at Barrages,2019-12-07,291.969,5.8386,60.9728,6.3619,826.0819,762.3858,18.5835,268.0
The River Murray at Barrages,2019-12-08,322.679,6.4571,65.8481,6.9652,892.1266,809.4177,20.1665,296.6
The River Murray at Barrages,2019-12-09,319.34,5.8866,65.8887,7.4241,892.675,759.9024,21.0029,335.2
The River Murray at Barrages,2019-12-10,250.938,4.8959,50.9343,5.6454,690.0799,606.646,15.9285,183.3
The River Murray at Barrages,2019-12-11,244.177,4.988,51.1747,5.747,693.3351,602.2563,16.0708,182.5
The River Murray at Barrages,2019-12-12,243.317,4.8184,50.2333,5.8081,680.5807,577.6748,16.0104,174.7
The River Murray at Barrages,2019-12-13,227.166,4.6322,47.8895,5.6322,648.8363,540.5058,15.3772,162.2
The River Murray at Barrages,2019-12-14,246.652,4.9409,50.8864,6.128,689.4169,556.2337,16.5504,187.2
The River Murray at Barrages,2019-12-15,277.01,5.4605,55.0574,6.7073,745.9439,587.0365,17.9983,231.5
The River Murray at Barrages,2019-12-16,286.053,5.736,54.425,6.7049,737.3695,569.7449,17.8664,211.7
The River Murray at Barrages,2019-12-17,231.113,4.5709,43.8854,5.5593,594.5692,470.2425,14.5393,143.2
The River Murray at Barrages,2019-12-18,206.535,3.9101,39.1703,5.1903,530.7004,416.75,13.2753,106.1
The River Murray at Barrages,2019-12-19,203.309,3.8942,37.6561,5.0895,510.1843,389.8355,12.8961,116.4
The River Murray at Barrages,2019-12-20,201.653,3.925,36.8228,5.0957,498.8895,367.7314,12.7827,152.0
The River Murray at Barrages,2019-12-21,168.984,3.6128,32.6254,4.5711,442.0291,321.2924,11.3816,104.6
The River Murray at Barrages,2019-12-22,199.405,4.4548,39.2767,5.6176,532.1302,376.7352,13.8518,172.0
The River Murray at Barrages,2019-12-23,192.883,4.3591,37.2809,5.4483,505.0866,344.4165,13.3126,150.3
The River Murray at Barrages,2019-12-24,197.061,4.448,37.0628,5.5131,502.1391,334.0458,13.356,139.3
The River Murray at Barrages,2019-12-25,189.751,4.3798,35.3609,5.3592,479.081,307.8648,12.8766,123.5
The River Murray at Barrages,2019-12-26,194.905,4.5696,35.8909,5.5295,486.2576,304.2135,13.1813,130.1
The River Murray at Barrages,2019-12-27,207.559,4.9456,37.9842,5.9535,514.6292,313.4044,14.0773,156.6
The River Murray at Barrages,2019-12-28,196.894,4.7682,35.613,5.7046,482.5027,280.215,13.3726,126.3
The River Murray at Barrages,2019-12-29,195.395,4.818,35.0701,5.7216,475.1548,265.7076,13.3061,128.0
The River Murray at Barrages,2019-12-30,175.685,4.3738,31.2949,5.2047,423.991,228.6559,12.0032,114.3
The River Murray at Barrages,2019-12-31,148.111,4.1188,28.4904,4.8558,385.9932,194.237,11.0995,73.8
The River Murray at Barrages,2020-01-01,171.624,4.7967,32.4653,5.5895,439.8544,217.7365,12.7031,113.1
The River Murray at Barrages,2020-01-02,186.501,5.1416,34.1742,5.7992,463.0064,235.8619,13.3484,131.0
The River Murray at Barrages,2020-01-03,200.302,5.4305,35.7463,5.9954,484.2969,252.962,13.9679,146.4
The River Murray at Barrages,2020-01-04,133.146,3.8808,25.0439,4.2207,339.3012,171.7402,9.8993,57.1
The River Murray at Barrages,2020-01-05,182.464,5.5168,34.9443,5.7343,473.437,254.6638,13.6908,140.1
The River Murray at Barrages,2020-01-06,174.276,5.5003,34.3207,5.5762,464.9923,253.5516,13.4733,123.1
The River Murray at Barrages,2020-01-07,187.227,5.5871,34.4206,5.5374,466.3452,257.9335,13.5401,121.5
The River Murray at Barrages,2020-01-08,200.371,5.7985,35.4303,5.6409,480.0285,270.1261,13.9629,137.4
The River Murray at Barrages,2020-01-09,215.45,6.1643,36.9826,5.8097,501.0465,287.165,14.58,159.8
The River Murray at Barrages,2020-01-10,157.798,4.6878,28.1561,4.4522,381.4783,214.1479,11.2124,77.8
The River Murray at Barrages,2020-01-11,147.077,4.6226,27.1305,4.2302,367.5729,209.9183,10.803,73.1
The River Murray at Barrages,2020-01-12,187.654,5.9495,34.1616,5.2103,462.8371,273.8874,13.558,132.3
The River Murray at Barrages,2020-01-13,197.037,6.0011,33.7857,5.092,457.7436,274.1524,13.4269,125.5
The River Murray at Barrages,2020-01-14,184.297,5.5684,30.8842,4.6198,418.4242,251.692,12.3113,87.0
The River Murray at Barrages,2020-01-15,140.17,4.3696,24.367,3.641,330.1392,198.314,9.7673,55.9
The River Murray at Barrages,2020-01-16,151.437,4.899,26.8749,3.8989,364.11,226.3978,10.7171,67.7
The River Murray at Barrages,2020-01-17,177.566,5.6499,31.7415,4.4875,430.0444,278.0876,12.6224,97.4
The River Murray at Barrages,2020-01-18,176.472,5.3973,30.902,4.3373,418.6728,271.0584,12.3283,88.1
The River Murray at Barrages,2020-01-19,158.58,4.5184,26.9835,3.7681,365.5744,238.0511,10.8084,68.2
The River Murray at Barrages,2020-01-20,122.753,3.5252,21.6651,3.0102,293.5297,191.2632,8.7102,46.0
The River Murray at Barrages,2020-01-21,169.352,5.0015,30.5739,4.1049,414.2233,280.0952,12.2373,91.4
The River Murray at Barrages,2020-01-22,153.578,4.1215,26.1937,3.5184,354.8804,238.6864,10.5381,68.0
The River Murray at Barrages,2020-01-23,25.752,0.6458,4.608,0.6748,62.4313,36.8398,1.9027,6.6
The River Murray at Barrages,2020-01-24,87.089,2.3416,15.7677,2.1048,213.6274,142.7809,6.3909,30.6
The River Murray at Barrages,2020-01-25,114.038,2.9248,20.1168,2.5984,272.5534,189.4563,8.1317,46.5
The River Murray at Barrages,2020-01-26,132.318,3.1572,22.467,2.8602,304.3947,214.6102,9.0949,53.8
The River Murray at Barrages,2020-01-27,153.861,3.5227,25.5803,3.201,346.5701,247.4217,10.3631,64.2
The River Murray at Barrages,2020-01-28,158.485,3.5817,26.7398,3.2845,362.2803,262.6998,10.8414,71.7
The River Murray at Barrages,2020-01-29,184.534,3.8884,30.1605,3.5893,408.6286,306.5208,12.2178,90.7
The River Murray at Barrages,2020-01-30,190.586,3.7638,30.1983,3.5384,409.1386,310.3506,12.253,91.0
The River Murray at Barrages,2020-01-31,179.144,3.455,28.4707,3.312,385.7351,292.1748,11.5817,80.3
The River Murray at Barrages,2020-02-01,150.003,3.0191,26.0278,2.9679,352.6274,272.0692,10.6007,68.9
The River Murray at Barrages,2020-02-02,124.414,2.424,22.0142,2.5179,298.259,224.8691,8.9959,45.3
The River Murray at Barrages,2020-02-03,127.038,2.3095,21.653,2.418,293.3619,220.9387,8.8436,47.4
The River Murray at Barrages,2020-02-04,165.19,3.058,30.2097,3.2431,409.2901,315.83,12.298,93.0
The River Murray at Barrages,2020-02-05,174.328,2.9344,30.7325,3.2618,416.3801,319.5408,12.5254,92.7
The River Murray at Barrages,2020-02-06,174.569,2.7091,29.9571,3.1642,405.8708,306.3876,12.2408,85.5
The River Murray at Barrages,2020-02-07,187.642,2.728,31.9554,3.3182,432.9394,326.3724,13.0585,96.7
The River Murray at Barrages,2020-02-08,184.851,2.5375,31.4802,3.2316,426.5071,318.3388,12.8829,91.5
The River Murray at Barrages,2020-02-09,199.66,2.5336,33.4995,3.3646,453.8653,340.6209,13.6888,105.4
The River Murray at Barrages,2020-02-10,181.258,2.2018,30.8908,3.0872,418.5164,307.2688,12.6691,86.1
The River Murray at Barrages,2020-02-11,154.439,1.8016,26.818,2.6677,363.3362,259.0313,11.0505,65.8
The River Murray at Barrages,2020-02-12,158.601,1.7705,28.4814,2.7651,385.8767,277.4227,11.705,76.4
The River Murray at Barrages,2020-02-13,170.631,1.7689,30.8699,2.9507,418.2354,301.2149,12.6898,86.1
The River Murray at Barrages,2020-02-14,156.15,1.4543,27.3923,2.596,371.1164,262.5126,11.3063,66.1
The River Murray at Barrages,2020-02-15,152.922,1.3213,27.471,2.5492,372.1907,262.8014,11.3185,67.9
The River Murray at Barrages,2020-02-16,178.929,1.5742,32.6829,2.9763,442.8003,315.0058,13.4401,95.6
The River Murray at Barrages,2020-02-17,182.389,1.6218,33.5444,3.0082,454.4683,322.1121,13.7982,98.9
The River Murray at Barrages,2020-02-18,93.165,0.7921,16.1387,1.437,218.654,152.6062,6.6782,35.2
